split,name,n,profile,term_count,run_depth4_label,run_depth4_prob,run_depth4_pred,depth2_score,depth4_score,gate_score,sparse_score,depth2_time_s,depth4_time_s,gate_time_s,sparse_time_s
test,test_n28_0005_shallow,28,shallow,73,0,0.30728811025619507,1,471.42999999999995,471.42999999999995,471.42999999999995,471.42999999999995,0.3129731250082841,2.0733090409921715,2.3862821660004556,2.3862821660004556
test,test_n28_0006_mixed,28,mixed,83,0,0.893744945526123,1,783.67,783.67,783.67,783.67,0.333017666998785,0.6202673329971731,0.9532849999959581,0.9532849999959581
test,test_n28_0007_deep,28,deep,158,1,0.9999982118606567,1,1107.51,1061.8549999999998,1061.8549999999998,1061.8549999999998,0.8244721249939175,10.185202916996786,11.009675041990704,11.009675041990704
test,test_n28_0008_shallow,28,shallow,26,0,0.010391236282885075,1,255.64000000000001,255.64000000000001,255.64000000000001,255.64000000000001,0.004034000012325123,0.0040859159926185384,0.008119916004943661,0.008119916004943661
test,test_n28_0009_mixed,28,mixed,73,0,0.0012840671697631478,0,658.35,658.35,658.35,658.35,0.12826158398820553,0.17883425000763964,0.12826158398820553,0.30709583399584517
test,test_n28_0010_deep,28,deep,188,1,0.9999997615814209,1,1408.9350000000002,1363.28,1363.28,1363.28,1.0194519170036074,12.421757332995185,13.441209249998792,13.441209249998792
test,test_n28_0011_shallow,28,shallow,69,0,4.5032702011837955e-09,0,542.99,542.99,542.99,542.99,0.01969458301027771,0.019495750006171875,0.01969458301027771,0.039190333016449586
test,test_n28_0012_mixed,28,mixed,141,1,0.9999997615814209,1,1179.875,1110.34,1110.34,1110.34,0.7278650829975959,8.784946207990288,9.512811290987884,9.512811290987884
test,test_n28_0013_deep,28,deep,205,1,1.0,1,2099.6249999999995,1999.575,1999.575,1999.575,1.1270954999927199,13.983419249998406,15.110514749991125,15.110514749991125
test,test_n28_0014_shallow,28,shallow,61,0,0.0004476236063055694,0,338.54,338.54,338.54,338.54,0.07155087499995716,0.09246583400818054,0.07155087499995716,0.1640167090081377
test,test_n28_0015_mixed,28,mixed,132,1,0.9999992847442627,1,1401.36,1360.25,1360.25,1360.25,0.6843572079960722,6.809740333002992,7.494097540999064,7.494097540999064
test,test_n28_0016_deep,28,deep,149,1,0.9999998807907104,1,1465.8850000000002,1440.0449999999998,1440.0449999999998,1440.0449999999998,0.804753874996095,10.34366970800329,11.148423582999385,11.148423582999385
test,test_n28_0017_shallow,28,shallow,78,0,0.9998505115509033,1,645.8199999999999,645.8199999999999,645.8199999999999,645.8199999999999,0.37390070800029207,2.4262155839969637,2.8001162919972558,2.8001162919972558
test,test_n28_0018_mixed,28,mixed,72,0,0.003185745095834136,0,782.76,782.76,782.76,782.76,0.022271291993092746,0.02218958300363738,0.022271291993092746,0.044460874996730126
test,test_n28_0019_deep,28,deep,246,1,1.0,1,2765.62,2665.44,2665.44,2665.44,1.4107328749960288,17.805130499997176,19.215863374993205,19.215863374993205
test,test_n28_0020_shallow,28,shallow,50,0,6.714524351991713e-05,0,288.13,288.13,288.13,288.13,0.020478874997934327,0.020355874992674217,0.020478874997934327,0.04083474999060854
test,test_n28_0021_mixed,28,mixed,66,1,0.014839265495538712,1,684.035,679.88,679.88,679.88,0.14689737500157207,0.3863775829959195,0.5332749579974916,0.5332749579974916
test,test_n28_0022_deep,28,deep,146,1,0.9999977350234985,1,1210.9349999999997,1123.935,1123.935,1123.935,0.7593417500029318,9.09990108400234,9.859242834005272,9.859242834005272
test,test_n28_0023_shallow,28,shallow,57,0,2.5072013909444024e-10,0,426.72,426.72,426.72,426.72,0.015843749992200173,0.0161074159987038,0.015843749992200173,0.031951165990903974
test,test_n40_0000_mixed,40,mixed,106,0,0.008670479990541935,1,875.995,875.995,875.995,875.995,0.15745275000517722,0.15863670800172258,0.3160894580068998,0.3160894580068998
test,test_n40_0001_deep,40,deep,151,1,1.0,1,1754.5300000000002,1702.525,1702.525,1702.525,1.7673530000029132,21.640742500007036,23.40809550000995,23.40809550000995
test,test_n40_0002_shallow,40,shallow,58,0,0.00029683479806408286,0,487.725,487.725,487.725,487.725,0.2882470419863239,0.41158379199623596,0.2882470419863239,0.6998308339825599
test,test_n40_0003_mixed,40,mixed,94,0,0.00010329717042623088,0,624.98,624.98,624.98,624.98,0.13797941700613592,0.13836933301354293,0.13797941700613592,0.27634875001967885
test,test_n40_0004_deep,40,deep,234,1,1.0,1,2501.645,2445.225,2445.225,2445.225,2.799058958000387,35.323753916003625,38.12281287400401,38.12281287400401
test,test_n40_0005_shallow,40,shallow,64,0,0.09590492397546768,1,669.0099999999999,669.0099999999999,669.0099999999999,669.0099999999999,0.021174624998820946,0.02151033301197458,0.042684958010795526,0.042684958010795526
test,test_n40_0006_mixed,40,mixed,122,0,0.9999995231628418,1,1246.5,1246.5,1246.5,1246.5,1.063006000011228,3.699209166006767,4.762215166017995,4.762215166017995
test,test_n40_0007_deep,40,deep,215,1,1.0,1,2237.3450000000003,2137.295,2137.295,2137.295,2.5395370420010295,31.579486375005217,34.11902341700625,34.11902341700625
test,test_n40_0008_shallow,40,shallow,63,0,0.0013191207544878125,0,440.395,440.395,440.395,440.395,0.07958362500357907,0.0771320839994587,0.07958362500357907,0.15671570900303777
test,test_n40_0009_mixed,40,mixed,157,1,1.0,1,1520.63,1468.625,1468.625,1468.625,1.8235863340087235,22.735532667007647,24.55911900101637,24.55911900101637
test,test_n40_0010_deep,40,deep,194,1,1.0,1,2277.52,2177.6000000000004,2177.6000000000004,2177.6000000000004,2.330021542002214,28.549330375011778,30.87935191701399,30.87935191701399
test,test_n40_0011_shallow,40,shallow,66,0,2.7382657208363526e-05,0,567.22,567.22,567.22,567.22,0.042822582996450365,0.04246524999325629,0.042822582996450365,0.08528783298970666
test,test_n40_0012_mixed,40,mixed,73,0,0.0006034381804056466,0,736.975,736.975,736.975,736.975,0.11423862499941606,0.11397616600152105,0.11423862499941606,0.2282147910009371
test,test_n40_0013_deep,40,deep,109,1,0.9999351501464844,1,906.485,876.36,876.36,876.36,1.0874177500081714,7.598661540992907,8.686079291001079,8.686079291001079
test,test_n40_0014_shallow,40,shallow,54,0,6.891441444167867e-07,0,516.175,516.175,516.175,516.175,0.03400662499188911,0.034447999991243705,0.03400662499188911,0.06845462498313282
test,test_n40_0015_mixed,40,mixed,145,1,0.9999998807907104,1,1354.7450000000001,1324.555,1324.555,1324.555,1.450791583993123,10.204996917003882,11.655788500997005,11.655788500997005
test,test_n40_0016_deep,40,deep,205,1,1.0,1,2226.23,2117.35,2117.35,2117.35,2.438584333009203,30.968428209002013,33.407012542011216,33.407012542011216
test,test_n40_0017_shallow,40,shallow,49,0,0.000904399377759546,0,472.28499999999997,472.28499999999997,472.28499999999997,472.28499999999997,0.01657754099869635,0.016485792002640665,0.01657754099869635,0.033063333001337014
test,test_n40_0018_mixed,40,mixed,90,0,0.9999985694885254,1,1085.665,1085.665,1085.665,1085.665,0.622186332999263,1.9856674580078106,2.6078537910070736,2.6078537910070736
test,test_n40_0019_deep,40,deep,178,1,1.0,1,1982.55,1926.26,1926.26,1926.26,2.0947321249987,26.35034987500694,28.44508200000564,28.44508200000564
test,test_n40_0020_shallow,40,shallow,42,0,7.231224117276724e-07,0,293.545,293.545,293.545,293.545,0.026029082990135066,0.025601749992347322,0.026029082990135066,0.05163083298248239
test,test_n40_0021_mixed,40,mixed,96,1,0.9951500296592712,1,930.065,917.1449999999999,917.1449999999999,917.1449999999999,0.49576308399264235,1.7610192499996629,2.256782333992305,2.256782333992305
test,test_n40_0022_deep,40,deep,181,1,1.0,1,1959.385,1861.2700000000002,1861.2700000000002,1861.2700000000002,2.1398554170009447,26.635747207998065,28.77560262499901,28.77560262499901
test,test_n40_0023_shallow,40,shallow,63,0,1.051112212735461e-05,0,564.545,564.545,564.545,564.545,0.09362604199850466,0.09365237499878276,0.09362604199850466,0.18727841699728742
