split,name,n,term_count,oracle_depth,predicted_depth,correct_depth,single_score,single_T,single_CNOT,single_depth,single_ancilla,single_time_s,depth1_score,depth1_T,depth1_CNOT,depth1_depth,depth1_ancilla,depth1_time_s,depth2_score,depth2_T,depth2_CNOT,depth2_depth,depth2_ancilla,depth2_time_s,policy_score,policy_time_s,oracle_score,oracle_all_time_s
train,train_n16_0027_deep,16,176,2,2,1,3519.23,3400,1992,1992,4,0.01202200000261655,3366.91,3252,1914,1914,4,0.08362000000124681,3226.59,3116,1836,1836,4,0.38751699999920675,3226.59,0.38751699999920675,3226.59,0.4831590000030701
train,train_n16_0028_mixed,16,112,2,2,1,2070.1,2000,1146,1146,3,0.00714308300302946,1971.1200000000001,1904,1092,1092,3,0.04783850000239909,1892.9199999999998,1828,1052,1052,3,0.21906812499946682,1892.9199999999998,0.21906812499946682,1892.9199999999998,0.27404970800489536
train,train_n16_0029_deep,16,209,2,2,1,4654.21,4512,2404,2404,4,0.015142000000196276,4402.99,4268,2274,2274,4,0.10045045800143271,4242.01,4112,2184,2184,4,0.4775639590006904,4242.01,0.4775639590006904,4242.01,0.5931564170023194
train,train_n16_0030_shallow,16,68,2,2,1,1276.15,1232,682,682,3,0.004089250000106404,1144.95,1104,624,624,3,0.02657662499768776,1128.43,1088,614,614,3,0.11928799999805051,1128.43,0.11928799999805051,1128.43,0.14995387499584467
train,train_n16_0031_deep,16,132,2,2,1,3007.825,2916,1537,1537,3,0.008827666999422945,2864.065,2776,1469,1469,3,0.05826266599979135,2758.8650000000002,2672,1411,1411,4,0.2723117909990833,2758.8650000000002,0.2723117909990833,2758.8650000000002,0.3394021239982976
train,train_n16_0032_shallow,16,66,2,2,1,877.2349999999999,836,629,629,3,0.0039064170014171395,749.475,712,561,561,3,0.025663041000370868,715.595,680,527,527,3,0.11387479200129746,715.595,0.11387479200129746,715.595,0.14344425000308547
train,train_n16_0033_shallow,16,49,2,1,0,936.255,904,469,469,3,0.002919916998507688,883.0550000000001,852,447,447,3,0.01901795899902936,866.535,836,437,437,3,0.06998983299854444,883.0550000000001,0.01901795899902936,866.535,0.09192770899608149
train,train_n16_0034_mixed,16,116,2,2,1,2397.08,2320,1272,1272,3,0.0072314579992962535,2273.9799999999996,2200,1216,1216,3,0.04838045799988322,2196.1200000000003,2124,1182,1182,3,0.22782920800091233,2196.1200000000003,0.22782920800091233,2196.1200000000003,0.2834411240000918
train,train_n16_0035_deep,16,247,2,2,1,5650.6050000000005,5480,2913,2913,4,0.017817333002312807,5345.045,5184,2741,2741,4,0.1199997080002504,5097.385,4944,2603,2603,4,0.5615110830003687,5097.385,0.5615110830003687,5097.385,0.6993281240029319
train,train_n16_0036_mixed,16,143,2,2,1,2691.9700000000003,2600,1538,1538,3,0.00961908400131506,2587.99,2500,1466,1466,3,0.06527854199885041,2505.4500000000003,2420,1420,1420,3,0.3055188750004163,2505.4500000000003,0.3055188750004163,2505.4500000000003,0.3804165010005818
train,train_n16_0037_shallow,16,41,1,2,0,841.7099999999999,812,460,460,2,0.0022646669967798516,841.7099999999999,812,460,460,2,0.002254458002425963,841.7099999999999,812,460,460,2,0.002331375002540881,841.7099999999999,0.002331375002540881,841.7099999999999,0.0068505000017466955
train,train_n16_0038_mixed,16,112,2,2,1,2160.38,2084,1224,1224,4,0.007157957999879727,2089.84,2016,1178,1178,4,0.04793074999906821,2040.08,1968,1146,1146,4,0.22695879100137972,2040.08,0.22695879100137972,2040.08,0.28204749900032766
train,train_n16_0039_deep,16,171,2,2,1,3415.83,3304,1894,1894,3,0.011323874998197425,3288.0699999999997,3180,1826,1826,3,0.0759995419975894,3177.09,3072,1772,1772,3,0.4484197919991857,3177.09,0.4484197919991857,3177.09,0.5357432089949725
train,train_n16_0040_deep,16,136,2,2,1,2273.3900000000003,2188,1420,1420,3,0.009479457999987062,2117.07,2036,1342,1342,3,0.061560624999401625,1966.5300000000002,1888,1260,1260,4,0.280269082999439,1966.5300000000002,0.280269082999439,1966.5300000000002,0.35130916599882767
train,train_n16_0041_shallow,16,68,2,2,1,753.2349999999999,712,629,629,3,0.003979624998464715,711.255,672,593,593,3,0.02588987499984796,677.9549999999999,640,569,569,3,0.11434108399771503,677.9549999999999,0.11434108399771503,677.9549999999999,0.1442105839960277
train,train_n16_0042_deep,16,168,2,2,1,3266.245,3160,1793,1793,3,0.011739082998246886,3153.5850000000005,3052,1709,1709,3,0.07773008300137008,3026.6049999999996,2928,1655,1655,3,0.36611033299777773,3026.6049999999996,0.36611033299777773,3026.6049999999996,0.4555794989973947
train,train_n16_0043_deep,16,107,2,2,1,1975.3899999999999,1904,1170,1170,3,0.007104958000127226,1886.19,1816,1112,1112,4,0.046508708997862414,1795.11,1728,1056,1056,4,0.2209179999990738,1795.11,0.2209179999990738,1795.11,0.27453166699706344
train,train_n16_0044_shallow,16,33,2,1,0,483.875,464,319,319,1,0.0017593750017113052,483.875,464,319,319,1,0.0017332080024061725,483.875,464,319,319,1,0.0017279999992751982,483.875,0.0017332080024061725,483.875,0.005220583003392676
train,train_n16_0045_mixed,16,87,2,2,1,1811.01,1752,948,948,3,0.005232750001596287,1757.3700000000001,1700,918,918,3,0.034926209002151154,1711.9500000000003,1656,892,892,3,0.16931091599690262,1711.9500000000003,0.16931091599690262,1711.9500000000003,0.20946987500065006
train,train_n16_0046_deep,16,171,2,2,1,3122.815,3016,1803,1803,3,0.011272832998656668,3010.275,2908,1721,1721,3,0.07884512500095298,2918.735,2820,1657,1657,3,0.3684999159995641,2918.735,0.3684999159995641,2918.735,0.45861787399917375
train,train_n16_0047_shallow,16,50,2,1,0,786.9700000000001,756,446,446,3,0.0028868750014225952,762.6700000000001,732,440,440,3,0.018306084002688294,758.59,728,438,438,3,0.07750070900146966,762.6700000000001,0.018306084002688294,758.59,0.09869366800558055
train,train_n16_0048_shallow,16,38,1,2,0,625.52,600,348,348,3,0.002179041999625042,568.4399999999999,544,328,328,3,0.00592079099806142,568.4399999999999,544,328,328,3,0.009310749999713153,568.4399999999999,0.009310749999713153,568.4399999999999,0.017410582997399615
train,train_n16_0049_mixed,16,111,2,2,1,1980.625,1912,1119,1119,3,0.006943874999706168,1857.085,1792,1055,1055,3,0.046658499999466585,1778.8849999999998,1716,1015,1015,3,0.21603104099995107,1778.8849999999998,0.21603104099995107,1778.8849999999998,0.2696334159991238
train,train_n16_0050_mixed,16,105,2,2,1,2043.52,1976,1100,1100,3,0.006379792001098394,1890.88,1828,1016,1016,3,0.04266700000152923,1779.44,1720,954,954,3,0.19901104199743713,1779.44,0.19901104199743713,1779.44,0.24805783400006476
train,train_n16_0051_mixed,16,115,2,2,1,2486.13,2404,1327,1328,4,0.0074317910002719145,2383.7100000000005,2304,1283,1284,4,0.05053587499787682,2288.29,2212,1221,1222,4,0.241848999998183,2288.29,0.241848999998183,2288.29,0.2998166659963317
train,train_n16_0052_mixed,16,136,2,2,1,2617.385,2528,1457,1457,4,0.008959167000284651,2385.8250000000003,2304,1321,1321,4,0.05951125000137836,2272.865,2192,1267,1267,5,0.27073537500109524,2272.865,0.27073537500109524,2272.865,0.33920579200275824
train,train_n16_0053_mixed,16,68,2,2,1,1191.3200000000002,1148,666,666,3,0.003939875001378823,1117.02,1076,624,624,3,0.025833957999566337,1063.82,1024,602,602,3,0.12413829199795146,1063.82,0.12413829199795146,1063.82,0.15391212499889662
train,train_n16_0054_deep,16,228,2,2,1,5069.655000000001,4908,2717,2717,5,0.01630937499794527,4866.995,4712,2597,2597,5,0.11148954099917319,4693.655000000001,4544,2501,2501,5,0.529527209000662,4693.655000000001,0.529527209000662,4693.655000000001,0.6573261249977804
train,train_n16_0055_mixed,16,112,2,2,1,2062.2850000000003,1992,1149,1149,3,0.007134374998713611,1951.3049999999998,1884,1095,1095,3,0.04665462500270223,1877.445,1812,1061,1061,3,0.22059308400275768,1877.445,0.22059308400275768,1877.445,0.2743820840041735
train,train_n16_0056_deep,16,218,2,2,1,4888.69,4736,2556,2556,5,0.01577333399836789,4662.250000000001,4516,2440,2440,5,0.10619520800173632,4507.15,4364,2384,2384,5,0.5067886249998992,4507.15,0.5067886249998992,4507.15,0.6287571670000034
train,train_n16_0057_deep,16,173,2,2,1,3451.105,3336,1917,1917,4,0.01193812500059721,3302.565,3192,1835,1835,4,0.0820122920013091,3178.2450000000003,3072,1757,1757,4,0.3905291670016595,3178.2450000000003,0.3905291670016595,3178.2450000000003,0.48447958400356583
train,train_n16_0058_mixed,16,105,2,2,1,2001.3200000000002,1936,1060,1060,3,0.00652158299999428,1935.56,1872,1028,1028,3,0.04361445799804642,1890.1399999999999,1828,1002,1002,3,0.20525849999830825,1890.1399999999999,0.20525849999830825,1890.1399999999999,0.25539454099634895
train,train_n16_0059_mixed,16,125,2,2,1,2195.68,2116,1318,1318,3,0.008159875000274042,2021.92,1948,1214,1214,3,0.05444316699868068,1967.5,1896,1170,1170,3,0.2553094169998076,1967.5,0.2553094169998076,1967.5,0.3179124589987623
train,train_n16_0060_shallow,16,61,2,1,0,854.375,820,541,541,2,0.0034020839993900154,821.395,788,523,523,2,0.02222050000273157,792.755,760,511,511,2,0.10663099999874248,821.395,0.02222050000273157,792.755,0.13225358400086407
train,train_n16_0061_shallow,16,33,2,2,1,517.7650000000001,496,317,317,2,0.001834000002418179,517.7650000000001,496,317,317,2,0.001792791998013854,517.7650000000001,496,317,317,2,0.0017765419979696162,517.7650000000001,0.0017765419979696162,517.7650000000001,0.005403333998401649
train,train_n16_0062_shallow,16,57,2,1,0,876.6850000000001,844,511,511,2,0.0032172909996006638,855.8249999999999,824,495,495,2,0.020620625000447035,834.9649999999999,804,479,479,2,0.08741787500184728,855.8249999999999,0.020620625000447035,834.9649999999999,0.11125579100189498
train,train_n16_0063_mixed,16,119,2,2,1,2087.16,2016,1164,1164,3,0.007833457999367965,1972.74,1904,1120,1120,3,0.05217541700039874,1901.2200000000003,1832,1092,1092,4,0.24299687500024447,1901.2200000000003,0.24299687500024447,1901.2200000000003,0.3030057500000112
train,train_n16_0064_shallow,16,72,2,2,1,1160.96,1116,696,696,3,0.004083499999978812,1115.54,1072,670,670,3,0.026655292000214104,1078.68,1036,654,654,3,0.1264694169985887,1078.68,0.1264694169985887,1078.68,0.15720820899878163
train,train_n16_0065_shallow,16,29,1,1,1,388.27000000000004,368,254,254,3,0.0016195419993891846,384.18999999999994,364,252,252,3,0.006894375001138542,384.18999999999994,364,252,252,3,0.008108707999781473,384.18999999999994,0.006894375001138542,384.18999999999994,0.0166226250003092
train,train_n16_0066_deep,16,131,2,2,1,2055.38,1972,1348,1348,4,0.00871033299699775,1919.06,1840,1270,1270,4,0.058009249998576706,1795.0800000000002,1720,1198,1198,4,0.2645918329981214,1795.0800000000002,0.2645918329981214,1795.0800000000002,0.33131141599369585
train,train_n16_0067_mixed,16,91,2,2,1,1571.8199999999997,1516,890,890,3,0.005506624998815823,1526.4,1472,864,864,3,0.03559500000119442,1501.2000000000003,1448,842,842,3,0.1700130409990379,1501.2000000000003,0.1700130409990379,1501.2000000000003,0.21111466599904816
train,train_n16_0068_shallow,16,52,2,1,0,907.4599999999999,872,526,526,3,0.00287308299812139,866.38,832,506,506,3,0.013184625000576489,837.74,804,494,494,3,0.031871791998128174,866.38,0.013184625000576489,837.74,0.04792949999682605
train,train_n16_0069_deep,16,123,2,2,1,2198.785,2112,1411,1411,4,0.008274583000456914,2061.125,1980,1309,1309,4,0.05478008400314138,1948.9450000000002,1868,1269,1269,5,0.24593462500342866,1948.9450000000002,0.24593462500342866,1948.9450000000002,0.30898929200702696
train,train_n16_0070_deep,16,164,2,2,1,3193.395,3084,1851,1851,3,0.01102675000220188,3012.175,2908,1757,1757,3,0.07619200000044657,2867.755,2768,1677,1677,3,0.3538576249993639,2867.755,0.3538576249993639,2867.755,0.44107637500201236
train,train_n16_0071_mixed,16,84,2,2,1,1514.1999999999998,1456,934,934,3,0.005173749999812571,1415.7799999999997,1360,890,890,3,0.03434358400045312,1318.9199999999998,1264,838,838,4,0.15986795799835818,1318.9199999999998,0.15986795799835818,1318.9199999999998,0.19938529199862387
train,train_n16_0072_mixed,16,102,2,2,1,2044.61,1976,1120,1120,3,0.0061863330010965,1976.9699999999998,1908,1090,1090,4,0.041376375000254484,1906.55,1840,1046,1046,4,0.2001654999985476,1906.55,0.2001654999985476,1906.55,0.2477282079998986
train,train_n16_0073_mixed,16,104,2,2,1,1420.7,1360,976,976,3,0.006499582999822451,1326.5,1268,936,936,3,0.04329683300238685,1264.18,1208,894,894,3,0.20328616699771374,1264.18,0.20328616699771374,1264.18,0.25308258299992303
train,train_n16_0074_deep,16,197,2,2,1,3730.305,3604,2116,2117,4,0.01370008300000336,3535.7450000000003,3416,1998,1999,4,0.09220162500059814,3361.865,3248,1892,1893,4,0.4274300420001964,3361.865,0.4274300420001964,3361.865,0.5333317500007979
train,train_n16_0075_mixed,16,114,2,2,1,1650.145,1588,1001,1001,3,0.007237665999127785,1584.0649999999998,1524,963,963,3,0.04752066600121907,1534.3049999999998,1476,931,931,3,0.2206531250012631,1534.3049999999998,0.2206531250012631,1534.3049999999998,0.27541145700160996
train,train_n16_0076_deep,16,240,2,2,1,4853.455000000001,4700,2639,2639,3,0.017068000001017936,4648.675,4500,2517,2517,4,0.11478233299931162,4492.675,4348,2445,2445,4,0.5423299590001989,4492.675,0.5423299590001989,4492.675,0.6741802920005284
train,train_n16_0077_deep,16,152,2,2,1,2604.97,2512,1554,1554,3,0.009919500000250991,2485.43,2396,1490,1490,3,0.06653662499957136,2406.77,2320,1442,1442,3,0.3172104170007515,2406.77,0.3172104170007515,2406.77,0.3936665420005738
train,train_n16_0078_shallow,16,78,2,2,1,911.695,868,672,673,3,0.004640167000616202,824.3750000000001,784,612,613,3,0.03036525000061374,791.075,752,588,589,3,0.13344166699971538,791.075,0.13344166699971538,791.075,0.16844708400094532
train,train_n16_0079_shallow,16,41,1,0,0,413.34499999999997,388,380,381,2,0.002166540998587152,404.925,380,372,373,2,0.011682874999678461,404.925,380,372,373,2,0.018385540999588557,413.34499999999997,0.002166540998587152,404.925,0.03223495699785417
train,train_n18_0000_deep,18,117,2,2,1,2500.585,2420,1299,1299,4,0.008615124999778345,2400.065,2320,1253,1253,5,0.058048416998644825,2318.4249999999997,2240,1223,1223,5,0.281672625002102,2318.4249999999997,0.281672625002102,2318.4249999999997,0.34833616700052517
train,train_n18_0001_deep,18,109,2,2,1,1828.4049999999997,1760,1115,1115,3,0.007820749997335952,1748.205,1680,1075,1075,4,0.051821666998876026,1681.665,1616,1029,1029,4,0.2538952920003794,1681.665,0.2538952920003794,1681.665,0.3135377089965914
train,train_n18_0002_deep,18,190,2,2,1,3124.56,3004,2050,2050,3,0.015642250000382774,2926.4399999999996,2812,1940,1940,3,0.10389562500131433,2827.56,2716,1888,1888,3,0.4890439580012753,2827.56,0.4890439580012753,2827.56,0.6085818330029724
train,train_n18_0003_mixed,18,125,2,2,1,2172.875,2096,1266,1267,3,0.009366499998577638,2015.895,1944,1176,1177,3,0.06166829200083157,1912.2350000000001,1844,1110,1111,3,0.291733165999176,1912.2350000000001,0.291733165999176,1912.2350000000001,0.3627679579985852
train,train_n18_0004_deep,18,173,2,2,1,3450.705,3340,1873,1873,3,0.013779875000182074,3343.605,3236,1817,1817,3,0.09362025000154972,3265.8450000000003,3160,1785,1785,3,0.45458549999966635,3265.8450000000003,0.45458549999966635,3265.8450000000003,0.5619856250013981
train,train_n18_0005_mixed,18,139,2,2,1,2961.275,2868,1563,1563,3,0.010782166998978937,2735.175,2648,1453,1453,3,0.07162295799935237,2662.7550000000006,2576,1409,1409,4,0.3400879169967084,2662.7550000000006,0.3400879169967084,2662.7550000000006,0.4224930419950397
train,train_n18_0006_shallow,18,36,0,1,0,537.465,512,347,347,3,0.0023876250015746336,537.465,512,347,347,3,0.004442958001163788,537.465,512,347,347,3,0.004443207999429433,537.465,0.004442958001163788,537.465,0.011273791002167854
train,train_n18_0007_mixed,18,128,2,2,1,2584.47,2500,1404,1404,3,0.009449459001189098,2378.71,2300,1300,1300,3,0.06206049999673269,2306.41,2228,1258,1258,4,0.30292308299976867,2306.41,0.30292308299976867,2306.41,0.37443304199769045
train,train_n18_0008_deep,18,134,2,2,1,2470.0800000000004,2384,1432,1432,3,0.010084833000291837,2367.6600000000003,2284,1388,1388,3,0.0678130840024096,2322.1200000000003,2240,1360,1360,3,0.3312442499991448,2322.1200000000003,0.3312442499991448,2322.1200000000003,0.40914216700184625
train,train_n18_0009_shallow,18,52,1,1,1,930.605,896,511,511,3,0.003510082999127917,832.525,800,473,473,3,0.009770708002179163,832.525,800,473,473,3,0.014705582998431055,832.525,0.009770708002179163,832.525,0.027986373999738134
train,train_n18_0010_deep,18,190,2,2,1,3621.2799999999997,3504,1990,1990,3,0.0157248340001388,3398.7200000000003,3288,1872,1872,3,0.1030530420030118,3270.5,3164,1796,1796,3,0.4826316670005326,3270.5,0.4826316670005326,3270.5,0.6014095430036832
train,train_n18_0011_mixed,18,146,2,2,1,2968.0950000000003,2868,1649,1649,4,0.011320167002850212,2880.8949999999995,2784,1591,1591,4,0.07587262499873759,2810.475,2716,1547,1547,4,0.36329400000249734,2810.475,0.36329400000249734,2810.475,0.45048679200408515
train,train_n18_0012_deep,18,200,2,2,1,4551.990000000001,4416,2292,2292,4,0.01604474999840022,4306.79,4176,2162,2162,5,0.10684458300238475,4096.35,3972,2046,2046,5,0.6052886670004227,4096.35,0.6052886670004227,4096.35,0.7281780000012077
train,train_n18_0013_mixed,18,107,2,1,0,1948.1000000000001,1880,1110,1110,3,0.007498666996980319,1902.6799999999998,1836,1084,1084,3,0.04958254200028023,1865.04,1800,1054,1054,3,0.24531658399791922,1902.6799999999998,0.04958254200028023,1865.04,0.30239779299517977
train,train_n18_0014_deep,18,187,2,2,1,4123.215,3992,2207,2207,4,0.014820874999713851,4011.335,3884,2137,2137,4,0.09902408299967647,3916.695,3792,2089,2089,4,0.488532249997661,3916.695,0.488532249997661,3916.695,0.6023772079970513
train,train_n18_0015_shallow,18,61,2,2,1,716.7650000000001,680,549,549,3,0.0042424170023878105,617.9050000000001,584,497,497,3,0.026999208002962405,597.0450000000001,564,481,481,3,0.12370920899775228,597.0450000000001,0.12370920899775228,597.0450000000001,0.1549508340031025
train,train_n18_0016_shallow,18,62,2,1,0,906.59,868,582,582,3,0.004255791998730274,832.73,796,548,548,3,0.027023916998587083,811.87,776,532,532,3,0.12710870900264126,832.73,0.027023916998587083,811.87,0.15838841799995862
train,train_n18_0017_mixed,18,81,2,2,1,904.48,856,758,758,3,0.005741207998653408,842.28,796,718,718,3,0.036480791997746564,804.64,760,688,688,3,0.1708113749991753,804.64,0.1708113749991753,804.64,0.2130333749955753
train,train_n18_0018_deep,18,182,2,2,1,3921.375,3792,2175,2175,4,0.014844083001662511,3662.835,3540,2057,2057,4,0.10089220900044893,3453.1749999999997,3336,1955,1955,4,0.4806360410002526,3453.1749999999997,0.4806360410002526,3453.1749999999997,0.596372333002364
train,train_n18_0019_shallow,18,45,0,0,1,708.905,680,444,445,2,0.002945416003058199,708.905,680,444,445,2,0.008359416999155656,708.905,680,444,445,2,0.008273209001345094,708.905,0.002945416003058199,708.905,0.01957804200355895
train,train_n18_0020_mixed,18,129,2,2,1,2094.5,2012,1368,1368,3,0.00973679199887556,1954.2800000000002,1876,1292,1292,3,0.06491237499722047,1835.08,1760,1234,1234,3,0.30527525000070455,1835.08,0.30527525000070455,1835.08,0.3799244169968006
train,train_n18_0021_shallow,18,37,1,1,1,780.1500000000001,752,396,396,3,0.0027121249986521434,706.63,680,368,368,3,0.014743333998922026,706.63,680,368,368,3,0.036812916998314904,706.63,0.014743333998922026,706.63,0.05426837599588907
train,train_n18_0022_deep,18,159,2,2,1,3219.5149999999994,3108,1855,1855,4,0.013066249997791601,3091.535,2984,1783,1783,4,0.0864197079972655,2951.675,2848,1713,1713,4,0.40052666699921247,2951.675,0.40052666699921247,2951.675,0.5000126249942696
train,train_n18_0023_mixed,18,81,2,2,1,1186.305,1136,791,791,3,0.005729042000893969,1124.8849999999998,1076,765,765,3,0.03702125000199885,1067.0249999999999,1020,731,731,3,0.17604579200269654,1067.0249999999999,0.17604579200269654,1067.0249999999999,0.21879608400558936
train,train_n18_0024_deep,18,182,2,2,1,3278.965,3164,1949,1949,3,0.014444209002249409,3122.305,3012,1865,1865,3,0.09842495799966855,3013.9849999999997,2908,1787,1787,3,0.475235124999017,3013.9849999999997,0.475235124999017,3013.9849999999997,0.588104292000935
train,train_n18_0025_mixed,18,182,2,2,1,3419.3800000000006,3308,1884,1884,3,0.014707082998938859,3237.7200000000003,3132,1782,1782,3,0.1003521249986079,3101.7200000000003,3000,1710,1710,3,0.47230320899689104,3101.7200000000003,0.47230320899689104,3101.7200000000003,0.5873624169944378
train,train_n18_0026_deep,18,155,2,2,1,3088.555,2980,1801,1801,4,0.01246283299769857,2932.2349999999997,2828,1723,1723,4,0.08296608300224761,2802.375,2700,1653,1653,5,0.3952680840011453,2802.375,0.3952680840011453,2802.375,0.4906970000010915
train,train_n18_0027_mixed,18,118,2,2,1,2024.4450000000002,1952,1187,1187,3,0.008384832999581704,1970.025,1900,1143,1143,3,0.05608029199720477,1944.825,1876,1121,1121,3,0.2757647500002349,1944.825,0.2757647500002349,1944.825,0.3402298749970214
train,train_n18_0028_mixed,18,93,2,2,1,1032.2,976,896,896,3,0.007132999999157619,977.78,924,852,852,3,0.04858237500229734,940.9200000000001,888,836,836,3,0.21772924999822862,940.9200000000001,0.21772924999822862,940.9200000000001,0.2734446249996836
train,train_n18_0029_mixed,18,100,2,2,1,1376.035,1320,929,929,2,0.007149625002057292,1258.495,1204,865,865,3,0.04721254099786165,1151.8550000000002,1100,817,817,3,0.2135025419993326,1151.8550000000002,0.2135025419993326,1151.8550000000002,0.26786470799925155
train,train_n18_0030_mixed,18,135,2,2,1,2467.615,2384,1387,1387,3,0.009919707998051308,2421.8749999999995,2340,1355,1355,3,0.06734254099865211,2372.775,2292,1335,1335,3,0.32442429200091283,2372.775,0.32442429200091283,2372.775,0.40168654099761625
train,train_n18_0031_mixed,18,81,2,2,1,912.58,864,796,796,2,0.0055685000006633345,866.2599999999999,820,754,754,2,0.036416083999938564,824.28,780,718,718,2,0.16953208400082076,824.28,0.16953208400082076,824.28,0.21151666800142266
train,train_n18_0032_mixed,18,117,2,2,1,2116.8550000000005,2044,1159,1159,4,0.008779457999480655,1969.095,1900,1091,1091,4,0.058460500000364846,1891.235,1824,1057,1057,4,0.27238383399890154,1891.235,0.27238383399890154,1891.235,0.33962379199874704
train,train_n18_0033_mixed,18,59,2,2,1,978.095,940,573,573,3,0.004005957998742815,940.455,904,543,543,3,0.02604554199933773,911.815,876,531,531,3,0.12547670799904154,911.815,0.12547670799904154,911.815,0.15552820799712208
train,train_n18_0034_shallow,18,48,2,1,0,846.5600000000001,816,438,438,3,0.00329720799709321,813.26,784,414,414,3,0.02108112499990966,792.4,764,398,398,3,0.08352012500108685,813.26,0.02108112499990966,792.4,0.10789845799808973
train,train_n18_0035_shallow,18,39,1,2,0,618.265,592,361,361,3,0.002642959003424039,597.4049999999999,572,345,345,3,0.009817666999879293,597.4049999999999,572,345,345,3,0.01787933300147415,597.4049999999999,0.01787933300147415,597.4049999999999,0.030339959004777484
train,train_n18_0036_mixed,18,125,2,2,1,2426.38,2348,1294,1294,3,0.009256917001039255,2285.7200000000003,2212,1210,1210,3,0.06018004199722782,2232.0799999999995,2160,1180,1180,3,0.2872005419994821,2232.0799999999995,0.2872005419994821,2232.0799999999995,0.35663750099774916
train,train_n18_0037_shallow,18,75,2,1,0,1292.9150000000002,1244,767,767,3,0.005096791999676498,1202.1550000000002,1156,717,717,3,0.033865583998704096,1181.295,1136,701,701,3,0.16300595799839357,1202.1550000000002,0.033865583998704096,1181.295,0.20196833399677416
train,train_n18_0038_mixed,18,145,2,2,1,2680.4100000000003,2588,1546,1546,3,0.010777833998872666,2561.21,2472,1488,1488,3,0.07255812500079628,2466.2300000000005,2380,1434,1434,3,0.3489252090002992,2466.2300000000005,0.3489252090002992,2466.2300000000005,0.43226116799996817
train,train_n18_0039_shallow,18,84,2,2,1,1530.0649999999998,1476,859,859,3,0.0058515419987088535,1419.085,1368,805,805,3,0.0385446670006786,1385.7849999999999,1336,781,781,3,0.1876945420008269,1385.7849999999999,0.1876945420008269,1385.7849999999999,0.23209075100021437
train,train_n18_0040_mixed,18,123,2,2,1,2155.025,2080,1233,1233,3,0.009071499996935017,2055.705,1984,1173,1173,3,0.060885167000378715,1991.5049999999999,1920,1133,1133,4,0.29224970799987204,1991.5049999999999,0.29224970799987204,1991.5049999999999,0.3622063749971858
train,train_n18_0041_mixed,18,118,2,2,1,1955.055,1884,1162,1163,3,0.008484209000016563,1831.175,1764,1092,1093,3,0.05616595900210086,1727.5149999999999,1664,1026,1027,3,0.2640257909988577,1727.5149999999999,0.2640257909988577,1727.5149999999999,0.3286759590009751
train,train_n18_0042_mixed,18,159,2,2,1,2476.5449999999996,2376,1691,1691,3,0.012393790999340126,2300.105,2204,1611,1611,3,0.0831838339981914,2147.345,2056,1525,1525,3,0.38560616599716013,2147.345,0.38560616599716013,2147.345,0.48118379099469166
train,train_n18_0043_deep,18,154,2,2,1,3197.105,3092,1739,1739,4,0.011902499998541316,3028.345,2928,1653,1653,4,0.07892266599810682,2925.1450000000004,2828,1595,1595,4,0.37112933399839676,2925.1450000000004,0.37112933399839676,2925.1450000000004,0.4619544999950449
train,train_n18_0044_mixed,18,158,2,2,1,3033.185,2932,1703,1703,3,0.012009292000584537,2876.085,2780,1611,1611,3,0.0792254169973603,2756.8849999999998,2664,1553,1553,3,0.3751586670005054,2756.8849999999998,0.3751586670005054,2756.8849999999998,0.4663933759984502
train,train_n18_0045_shallow,18,57,1,1,1,886.455,852,543,543,2,0.0037276670009305235,878.035,844,535,535,2,0.013971999997011153,878.035,844,535,535,2,0.02659829200274544,878.035,0.013971999997011153,878.035,0.044297959000687115
train,train_n18_0046_mixed,18,126,2,2,1,2053.045,1976,1233,1233,4,0.009399750000739004,1978.4050000000002,1904,1185,1185,4,0.06248116700226092,1916.085,1844,1143,1143,4,0.3008028340009332,1916.085,0.3008028340009332,1916.085,0.37268375100393314
train,train_n18_0047_shallow,18,69,2,2,1,926.48,888,614,614,2,0.004496624998864718,893.5000000000001,856,596,596,2,0.02955370799827506,872.6400000000001,836,580,580,2,0.14432666699940455,872.6400000000001,0.14432666699940455,872.6400000000001,0.17837699999654433
train,train_n18_0048_shallow,18,59,1,1,1,893.225,856,557,557,3,0.0038741249991289806,884.8050000000001,848,549,549,3,0.014717292000568705,884.8050000000001,848,549,549,3,0.024280957997689256,884.8050000000001,0.014717292000568705,884.8050000000001,0.04287237499738694
train,train_n18_0049_deep,18,84,2,2,1,1148.36,1096,828,828,3,0.005965666001429781,1029.04,980,768,768,3,0.03895262500009267,979.6199999999999,932,742,742,3,0.18219670799953747,979.6199999999999,0.18219670799953747,979.6199999999999,0.22711499900105991
train,train_n18_0050_deep,18,171,2,2,1,2647.0099999999998,2540,1806,1806,3,0.013343916998564964,2543.03,2440,1734,1734,3,0.09145749999879627,2443.59,2344,1672,1672,3,0.4365026669984218,2443.59,0.4365026669984218,2443.59,0.541304083995783
train,train_n18_0051_deep,18,200,2,2,1,3436.345,3308,2153,2153,4,0.016134790999785764,3242.245,3120,2043,2043,4,0.10818120899784844,3129.705,3012,1961,1961,4,0.5154200840006524,3129.705,0.5154200840006524,3129.705,0.6397360839982866
train,train_n18_0052_shallow,18,75,2,2,1,1286.95,1240,731,732,3,0.005184749999898486,1270.4299999999998,1224,721,722,3,0.03431624999939231,1262.01,1216,713,714,3,0.11551641700134496,1262.01,0.11551641700134496,1262.01,0.15501741700063576
