split,name,n,profile,term_count,oracle_depth,predicted_depth,correct_depth,depth2_score,depth2_T,depth2_CNOT,depth2_depth,depth2_ancilla,depth2_time_s,depth3_score,depth3_T,depth3_CNOT,depth3_depth,depth3_ancilla,depth3_time_s,depth4_score,depth4_T,depth4_CNOT,depth4_depth,depth4_ancilla,depth4_time_s,policy_score,policy_time_s,oracle_score,oracle_all_time_s
valid,valid_n16_0010_deep,16,deep,148,4,4,1,1500.23,1360,2182,2182,6,0.33808775000215974,1474.195,1336,2147,2147,6,1.2254953340016073,1448.16,1312,2112,2112,6,3.7056002499957685,1448.16,3.7056002499957685,1448.16,5.2691833339995355
valid,valid_n16_0011_shallow,16,shallow,52,3,3,1,492.205,440,717,717,5,0.0868174170027487,483.635,432,707,707,5,0.20378266600164352,483.635,432,707,707,5,0.2796727090026252,483.635,0.20378266600164352,483.635,0.5702727920070174
valid,valid_n20_0000_deep,20,deep,244,4,4,1,2763.01,2512,4002,4002,8,0.8160075830019196,2691.215,2448,3903,3903,7,3.2138320420053788,2612.85,2376,3794,3794,7,9.897679375004373,2612.85,9.897679375004373,2612.85,13.92751900001167
valid,valid_n20_0001_shallow,20,shallow,52,2,2,1,474.74,424,692,692,5,0.09656779199576704,474.74,424,692,692,5,0.182752332999371,474.74,424,692,692,5,0.18069337499764515,474.74,0.09656779199576704,474.74,0.4600134999927832
valid,valid_n20_0002_mixed,20,mixed,71,2,3,0,682.905,616,1001,1001,4,0.16309683299914468,682.905,616,1001,1001,4,0.35660112500045216,682.905,616,1001,1001,4,0.3578065420006169,682.905,0.35660112500045216,682.905,0.8775045000002137
valid,valid_n20_0003_deep,20,deep,191,4,4,1,1929.195,1752,2811,2811,6,0.5949467909958912,1890.045,1716,2757,2757,6,2.3394485829994665,1850.895,1680,2703,2703,6,7.248597958001483,1850.895,7.248597958001483,1850.895,10.18299333199684
valid,valid_n20_0004_shallow,20,shallow,44,4,2,0,419.88999999999993,376,610,610,4,0.007022167003015056,419.88999999999993,376,610,610,4,0.006962667001062073,419.88999999999993,376,610,610,4,0.006819082998845261,419.88999999999993,0.007022167003015056,419.88999999999993,0.02080391700292239
valid,valid_n20_0005_mixed,20,mixed,83,2,4,0,748.87,676,1102,1102,4,0.15080858399596764,748.87,676,1102,1102,4,0.269867000002705,748.87,676,1102,1102,4,0.2710518750027404,748.87,0.2710518750027404,748.87,0.6917274590014131
valid,valid_n20_0006_deep,20,deep,208,4,4,1,1985.85,1800,2890,2890,8,0.6731409590065596,1898.655,1720,2767,2767,8,2.5944925000003423,1868.27,1692,2726,2726,8,7.793136125001183,1868.27,7.793136125001183,1868.27,11.060769584008085
valid,valid_n20_0007_shallow,20,shallow,25,4,3,0,231.47500000000002,204,331,331,4,0.0021929579961579293,231.47500000000002,204,331,331,4,0.0022149169963086024,231.47500000000002,204,331,331,4,0.002128250001987908,231.47500000000002,0.0022149169963086024,231.47500000000002,0.00653612499445444
valid,valid_n20_0008_mixed,20,mixed,141,4,4,1,1538.7949999999998,1396,2227,2227,6,0.4270198750018608,1495.2949999999998,1356,2167,2167,6,1.6488057500027935,1451.925,1316,2109,2109,6,4.976973958997405,1451.925,4.976973958997405,1451.925,7.052799584002059
valid,valid_n20_0009_deep,20,deep,204,4,4,1,2345.0299999999997,2132,3390,3390,7,0.6502122919991962,2297.115,2088,3323,3323,7,2.56974958399951,2249.2650000000003,2044,3257,3257,7,7.923363583999162,2249.2650000000003,7.923363583999162,2249.2650000000003,11.143325459997868
valid,valid_n20_0010_shallow,20,shallow,52,4,3,0,403.22999999999996,364,598,598,2,0.004240458998538088,403.22999999999996,364,598,598,2,0.004131499998038635,403.22999999999996,364,598,598,2,0.004087291003088467,403.22999999999996,0.004131499998038635,403.22999999999996,0.01245924999966519
valid,valid_n20_0011_mixed,20,mixed,110,4,4,1,695.295,624,1039,1039,5,0.30599925000569783,673.545,604,1009,1009,5,1.1414990830016905,651.9250000000001,584,981,981,5,3.349810665997211,651.9250000000001,3.349810665997211,651.9250000000001,4.797308999004599
valid,valid_n24_0000_shallow,24,shallow,69,3,2,0,384.17,340,578,578,5,0.18386387499776902,380.21000000000004,336,578,578,5,0.3513405000048806,380.21000000000004,336,578,578,5,0.4353803749982035,384.17,0.18386387499776902,380.21000000000004,0.9705847500008531
valid,valid_n24_0001_mixed,24,mixed,170,4,4,1,1632.1599999999999,1480,2384,2384,6,0.708752500002447,1610.4750000000001,1460,2355,2355,6,2.818133000000671,1588.79,1440,2326,2326,6,8.720600833003118,1588.79,8.720600833003118,1588.79,12.247486333006236
valid,valid_n24_0002_deep,24,deep,186,4,4,1,1711.175,1552,2503,2503,6,0.7705902500019874,1663.26,1508,2436,2436,6,3.0269332919997396,1645.925,1492,2413,2413,6,9.233247249998385,1645.925,9.233247249998385,1645.925,13.030770792000112
valid,valid_n24_0003_shallow,24,shallow,47,2,2,1,391.635,348,571,571,5,0.010057249994133599,391.635,348,571,571,5,0.010251624997181352,391.635,348,571,571,5,0.01030712500505615,391.635,0.010057249994133599,391.635,0.0306159999963711
valid,valid_n24_0004_mixed,24,mixed,56,3,2,0,310.05,276,474,474,3,0.17214716699527344,301.47999999999996,268,464,464,3,0.44913629200163996,301.47999999999996,268,464,464,3,0.6493426250017365,310.05,0.17214716699527344,301.47999999999996,1.2706260839986498
valid,valid_n24_0005_deep,24,deep,120,4,4,1,1367.975,1240,1975,1975,6,0.47785033300169744,1339.785,1212,1937,1937,7,1.883774750000157,1296.2849999999999,1172,1877,1877,7,5.773157416995673,1296.2849999999999,5.773157416995673,1296.2849999999999,8.134782499997527
valid,valid_n24_0006_shallow,24,shallow,46,2,2,1,372.52,336,552,552,2,0.009937333001289517,372.52,336,552,552,2,0.010077999999339227,372.52,336,552,552,2,0.010062624998681713,372.52,0.009937333001289517,372.52,0.030077957999310456
valid,valid_n24_0007_mixed,24,mixed,115,4,4,1,1195.78,1080,1732,1732,7,0.46466541699919617,1139.23,1028,1654,1654,7,1.8318838749983115,1126.31,1016,1638,1638,7,5.578027000003203,1126.31,5.578027000003203,1126.31,7.874576292000711
valid,valid_n24_0008_deep,24,deep,166,4,4,1,1686.5149999999999,1532,2459,2459,5,0.685048082996218,1651.78,1500,2412,2412,5,2.720067458001722,1638.7949999999998,1488,2395,2395,5,8.342129374999786,1638.7949999999998,8.342129374999786,1638.7949999999998,11.747244915997726
valid,valid_n24_0009_shallow,24,shallow,45,2,2,1,369.43,328,534,534,5,0.10718045899557183,369.43,328,534,534,5,0.18934708300366765,369.43,328,534,534,5,0.23223662500095088,369.43,0.10718045899557183,369.43,0.5287641670001904
valid,valid_n24_0010_mixed,24,mixed,125,4,4,1,974.605,880,1437,1437,5,0.47988683299627155,909.16,820,1344,1344,5,1.7887794999987818,856.765,772,1269,1269,5,5.184592999998131,856.765,5.184592999998131,856.765,7.453259332993184
valid,valid_n24_0011_deep,24,deep,186,4,4,1,1834.9099999999999,1664,2670,2670,7,0.7794496659989818,1784.71,1616,2598,2598,8,2.9948487500005285,1754.3899999999999,1588,2558,2558,8,8.981127042003209,1754.3899999999999,8.981127042003209,1754.3899999999999,12.755425458002719
test,test_n28_0000_mixed,28,mixed,67,3,2,0,388.675,344,586,587,5,0.2057460420037387,380.105,336,576,577,5,0.5240121250026277,380.105,336,576,577,5,0.8492593749979278,388.675,0.2057460420037387,380.105,1.5790175420042942
test,test_n28_0001_deep,28,deep,235,4,4,1,2527.68,2300,3672,3672,6,1.3033635829997365,2475.415,2252,3599,3599,6,5.211330958001781,2427.565,2208,3533,3533,6,16.192636959000083,2427.565,16.192636959000083,2427.565,22.7073315000016
test,test_n28_0002_shallow,28,shallow,72,4,2,0,449.575,400,670,671,5,0.2884991250029998,449.575,400,670,671,5,0.7513082910008961,445.67999999999995,396,671,672,5,1.2637793339963537,449.575,0.2884991250029998,445.67999999999995,2.3035867500002496
test,test_n28_0003_mixed,28,mixed,129,4,4,1,1509.8249999999998,1368,2177,2177,7,0.7033726669978932,1470.74,1332,2124,2124,7,2.762051417004841,1436.0049999999999,1300,2077,2077,7,8.21477458300069,1436.0049999999999,8.21477458300069,1436.0049999999999,11.680198667003424
test,test_n28_0004_deep,28,deep,161,4,4,1,1827.455,1660,2647,2647,6,0.87575637500413,1788.305,1624,2593,2593,6,3.493837917005294,1749.2199999999998,1588,2540,2540,6,10.839881334002712,1749.2199999999998,10.839881334002712,1749.2199999999998,15.209475626012136
test,test_n28_0005_shallow,28,shallow,73,2,2,1,536.4200000000001,480,788,788,5,0.08633654200093588,536.4200000000001,480,788,788,5,0.10991304199706065,536.4200000000001,480,788,788,5,0.10974362499837298,536.4200000000001,0.08633654200093588,536.4200000000001,0.3059932089963695
test,test_n28_0006_mixed,28,mixed,102,4,2,0,660.6899999999999,592,994,994,5,0.5089791249993141,647.77,580,978,978,5,2.063644583002315,639.2,572,968,968,5,6.472283166003763,660.6899999999999,0.5089791249993141,639.2,9.044906874005392
test,test_n28_0007_deep,28,deep,159,4,4,1,1811.86,1644,2620,2620,7,0.8589905839980929,1774.7749999999999,1608,2567,2567,8,3.4383720839978196,1740.04,1576,2520,2520,8,10.68568354099989,1740.04,10.68568354099989,1740.04,14.983046208995802
test,test_n28_0008_shallow,28,shallow,56,2,2,1,320.97,288,490,490,2,0.01560379200236639,320.97,288,490,490,2,0.015640290999726858,320.97,288,490,490,2,0.01568779100489337,320.97,0.01560379200236639,320.97,0.04693187400698662
test,test_n28_0009_mixed,28,mixed,55,2,2,1,500.90500000000003,448,729,729,5,0.03130774999590358,500.90500000000003,448,729,729,5,0.03151616700051818,500.90500000000003,448,729,729,5,0.03146924999600742,500.90500000000003,0.03130774999590358,500.90500000000003,0.09429316699242918
test,test_n28_0010_deep,28,deep,137,4,4,1,1484.115,1344,2147,2147,7,0.7263490000041202,1458.145,1320,2113,2113,7,2.8763828329974785,1419.125,1284,2061,2061,7,8.79575845799991,1419.125,8.79575845799991,1419.125,12.398490291001508
test,test_n28_0011_shallow,28,shallow,62,3,2,0,330.06,296,508,508,2,0.033925332994840574,330.06,296,508,508,2,0.033571790998394135,330.06,296,508,508,2,0.03397787499852711,330.06,0.033925332994840574,330.06,0.10147499899176182
test,test_n28_0012_mixed,28,mixed,150,4,4,1,1424.19,1288,2078,2078,7,0.7921087499998976,1389.455,1256,2031,2031,7,3.1653035000053933,1376.5349999999999,1244,2015,2015,7,9.848979833004705,1376.5349999999999,9.848979833004705,1376.5349999999999,13.806392083009996
test,test_n28_0013_deep,28,deep,204,4,4,1,1988.3300000000002,1804,2898,2898,7,1.1395638329995563,1918.6,1740,2800,2800,7,4.486097250002786,1870.75,1696,2734,2734,7,13.804858124996827,1870.75,13.804858124996827,1870.75,19.43051920799917
test,test_n28_0014_shallow,28,shallow,66,2,2,1,473.065,424,697,697,4,0.2368817910028156,473.065,424,697,697,4,0.35467420799977845,473.065,424,697,697,4,0.3552334579944727,473.065,0.2368817910028156,473.065,0.9467894569970667
test,test_n28_0015_mixed,28,mixed,163,4,4,1,1283.6399999999999,1160,1896,1896,6,0.8421184590042685,1209.365,1092,1789,1789,6,3.251913374995638,1187.6149999999998,1072,1759,1759,6,9.877826875002938,1187.6149999999998,9.877826875002938,1187.6149999999998,13.971858709002845
test,test_n40_0000_mixed,40,mixed,141,3,2,0,1141.3999999999999,1032,1688,1688,5,1.5013877500023227,1115.43,1008,1654,1654,5,5.104572333002579,1115.43,1008,1654,1654,5,11.459126916997775,1141.3999999999999,1.5013877500023227,1115.43,18.065087000002677
test,test_n40_0001_deep,40,deep,255,4,4,1,3139.915,2860,4531,4531,7,3.032184915995458,3030.97,2760,4378,4378,7,12.174716499997885,2956.8900000000003,2692,4274,4274,7,37.81629612499819,2956.8900000000003,37.81629612499819,2956.8900000000003,53.02319754099153
test,test_n40_0002_shallow,40,shallow,32,2,2,1,271.08,240,392,392,4,0.02102554199518636,271.08,240,392,392,4,0.02107179200538667,271.08,240,392,392,4,0.021162291006476153,271.08,0.02102554199518636,271.08,0.06325962500704918
test,test_n40_0003_mixed,40,mixed,99,4,2,0,646.86,580,964,964,5,1.0641240830009338,620.8900000000001,556,930,930,5,4.161054333002539,612.3199999999999,548,920,920,5,12.13557883300382,646.86,1.0641240830009338,612.3199999999999,17.360757249007293
test,test_n40_0004_deep,40,deep,162,4,4,1,1446.59,1308,2118,2118,7,1.8351291669969214,1390.105,1256,2041,2041,7,7.295384542005195,1381.5349999999999,1248,2031,2031,7,22.718388499997673,1381.5349999999999,22.718388499997673,1381.5349999999999,31.84890220899979
test,test_n40_0005_shallow,40,shallow,62,2,2,1,527.6800000000001,476,776,776,3,0.020059916998434346,527.6800000000001,476,776,776,3,0.020075832995644305,527.6800000000001,476,776,776,3,0.02026441699854331,527.6800000000001,0.020059916998434346,527.6800000000001,0.06040016699262196
test,test_n40_0006_mixed,40,mixed,108,3,2,0,977.98,884,1428,1428,5,0.8017941669968423,930.13,840,1362,1362,5,2.219092332998116,930.13,840,1362,1362,5,4.291752125005587,977.98,0.8017941669968423,930.13,7.312638625000545
test,test_n40_0007_deep,40,deep,218,4,4,1,2263.6800000000003,2056,3296,3296,7,2.623380917000759,2194.0150000000003,1992,3199,3199,7,10.569801249999728,2137.335,1940,3119,3119,7,32.98320054200303,2137.335,32.98320054200303,2137.335,46.17638270900352
test,test_n40_0008_shallow,40,shallow,68,4,2,0,516.6949999999999,464,759,759,4,0.04228345800220268,516.6949999999999,464,759,759,4,0.04221379200316733,516.6949999999999,464,759,759,4,0.04195029199763667,516.6949999999999,0.04228345800220268,516.6949999999999,0.12644754200300667
test,test_n40_0009_mixed,40,mixed,162,4,2,0,1274.55,1152,1878,1878,6,1.8080102499952773,1261.63,1140,1862,1862,6,7.154603082999529,1253.06,1132,1852,1852,6,21.11272095899767,1274.55,1.8080102499952773,1253.06,30.075334291992476
test,test_n40_0010_deep,40,deep,254,4,4,1,2968.5249999999996,2704,4301,4301,6,3.0675939170032507,2885.81,2628,4186,4186,6,12.426227666001068,2829.13,2576,4106,4106,6,38.70361912500084,2829.13,38.70361912500084,2829.13,54.19744070800516
test,test_n40_0011_shallow,40,shallow,52,4,2,0,572.53,516,826,826,4,0.01748570899508195,572.53,516,826,826,4,0.017435499998100568,572.53,516,826,826,4,0.017273040997679345,572.53,0.01748570899508195,572.53,0.05219424999086186
test,test_n40_0012_mixed,40,mixed,147,4,2,0,1289.56,1168,1896,1896,5,1.5758028749987716,1285.405,1164,1893,1893,5,5.550371000004816,1281.2499999999998,1160,1890,1890,5,13.749872375003179,1289.56,1.5758028749987716,1281.2499999999998,20.876046250006766
test,test_n40_0013_deep,40,deep,133,4,4,1,1566.8300000000002,1420,2262,2262,7,1.5418544170024688,1536.51,1392,2222,2222,7,6.10992462500144,1510.54,1368,2188,2188,7,17.806120790999557,1510.54,17.806120790999557,1510.54,25.457899833003466
test,test_n40_0014_shallow,40,shallow,30,2,2,1,219.1,196,324,324,2,0.010050416000012774,219.1,196,324,324,2,0.010123874999408145,219.1,196,324,324,2,0.01009387499652803,219.1,0.010050416000012774,219.1,0.030268165995948948
test,test_n40_0015_mixed,40,mixed,132,4,2,0,1214.5049999999999,1100,1777,1777,5,1.4864929579998716,1179.77,1068,1730,1730,5,5.828907499999332,1171.1999999999998,1060,1720,1720,5,17.052583541997592,1214.5049999999999,1.4864929579998716,1171.1999999999998,24.367983999996795
